320,320,337,337,255,128,90
337,337,323,313,240,128,90
323,312,333,343,226,128,90
333,342,326,306,212,128,90
325,305,329,347,198,128,90
328,347,327,301,184,128,90
326,300,325,349,170,128,90
324,348,328,297,156,128,90
327,296,323,348,142,128,90
327,296,306,247,142,128,90
324,348,352,394,156,128,90
351,394,330,344,142,128,90
351,394,350,433,142,128,90
326,300,292,259,170,128,90
291,259,320,304,156,128,90
318,303,297,255,142,128,90
318,303,318,343,142,128,90
291,259,295,223,156,128,90
294,223,292,264,142,128,90
294,223,315,176,142,128,90
328,347,367,383,184,128,90
366,382,333,341,170,128,90
331,340,359,386,156,128,90
358,385,337,336,142,128,90
358,385,357,425,142,128,90
331,340,336,305,156,128,90
335,304,332,345,142,128,90
335,304,357,256,142,128,90
366,382,361,410,170,128,90
360,409,363,375,156,128,90
362,375,361,414,142,128,90
362,375,383,328,142,128,90
360,409,334,451,156,128,90
333,451,353,405,142,128,90
333,451,336,505,142,128,90
325,305,282,275,198,128,90
281,275,320,311,184,128,90
320,311,285,269,170,128,90
285,269,313,314,156,128,90
312,314,290,265,142,128,90
312,314,311,353,142,128,90
285,269,288,234,156,128,90
287,234,286,274,142,128,90
287,234,308,187,142,128,90
320,311,314,338,170,128,90
314,337,316,304,156,128,90
316,304,315,343,142,128,90
316,304,336,259,142,128,90
314,337,289,378,156,128,90
289,378,308,334,142,128,90
289,378,293,432,142,128,90
281,275,291,253,184,128,90
290,253,283,281,170,128,90
283,281,286,246,156,128,90
285,246,283,286,142,128,90
285,246,306,199,142,128,90
283,281,256,322,156,128,90
257,322,276,277,142,128,90
257,322,260,376,142,128,90
290,253,323,213,170,128,90
323,212,295,256,156,128,90
295,255,316,208,142,128,90
295,255,298,309,142,128,90
323,212,314,161,156,128,90
313,161,318,213,142,128,90
313,161,295,113,142,128,90
333,342,380,365,212,128,90
380,364,336,334,198,128,90
335,334,374,370,184,128,90
373,369,339,328,170,128,90
338,327,366,373,156,128,90
365,372,344,323,142,128,90
365,372,363,412,142,128,90
338,327,343,291,156,128,90
342,291,339,332,142,128,90
342,291,364,243,142,128,90
373,369,367,397,170,128,90
367,396,370,362,156,128,90
369,362,367,402,142,128,90
369,362,390,315,142,128,90
367,396,340,438,156,128,90
340,438,360,393,142,128,90
340,438,343,492,142,128,90
335,334,345,311,184,128,90
344,311,337,340,170,128,90
336,339,340,304,156,128,90
339,304,337,345,142,128,90
339,304,362,255,142,128,90
336,339,308,383,156,128,90
308,382,329,336,142,128,90
308,382,310,437,142,128,90
344,311,379,269,170,128,90
379,268,349,314,156,128,90
349,313,372,265,142,128,90
349,313,351,368,142,128,90
379,268,371,215,156,128,90
370,215,374,269,142,128,90
370,215,353,166,142,128,90
380,364,367,378,198,128,90
366,377,376,356,184,128,90
374,356,368,384,170,128,90
368,383,371,348,156,128,90
370,348,369,388,142,128,90
370,348,391,302,142,128,90
368,383,341,425,156,128,90
341,425,361,379,142,128,90
341,425,344,479,142,128,90
374,356,408,316,170,128,90
408,315,380,358,156,128,90
380,358,401,311,142,128,90
380,358,383,412,142,128,90
408,315,399,263,156,128,90
398,262,403,315,142,128,90
398,262,381,215,142,128,90
366,377,329,412,184,128,90
329,411,361,373,170,128,90
361,372,334,414,156,128,90
334,413,354,368,142,128,90
334,413,337,467,142,128,90
361,372,353,320,156,128,90
352,319,357,372,142,128,90
352,319,334,273,142,128,90
329,411,338,463,170,128,90
337,462,331,409,156,128,90
330,408,333,462,142,128,90
330,408,313,361,142,128,90
337,462,361,506,156,128,90
360,505,342,458,142,128,90
360,505,353,545,142,128,90
323,312,274,296,226,128,90
274,296,321,319,212,128,90
320,318,277,288,198,128,90
276,288,315,324,184,128,90
315,324,280,282,170,128,90
280,282,308,327,156,128,90
