399.0,364.0,398.66626,364.37698,128,128,190
398.0,364.0,397.68524,364.41278,128,128,190
397.0,364.0,269.2712,364.41705,128,128,190
269.0,364.0,140.85721,364.42316,128,128,190
141.0,364.0,139.56616,364.3609,128,128,190
140.0,364.0,137.18643,363.72845,128,128,190
138.0,363.0,133.8875,362.1023,128,128,190
134.0,362.0,131.74081,360.88995,128,128,190
132.0,360.0,128.36156,358.98737,128,128,190
129.0,358.0,122.087906,354.57703,128,128,190
123.0,354.0,113.40054,347.05988,128,128,190
114.0,347.0,107.885895,341.70465,128,128,190
108.0,341.0,104.37793,338.32385,128,128,190
105.0,338.0,100.90759,334.90668,128,128,190
101.0,334.0,100.40616,334.19275,128,128,190
101.0,334.0,100.1178,333.31915,128,128,190
101.0,333.0,100.0401,332.75308,128,128,190
101.0,332.0,100.08017,332.14996,128,128,190
101.0,332.0,100.08168,274.66565,128,128,190
101.0,274.0,100.06134,217.18199,128,128,190
101.0,218.0,100.09625,216.23799,128,128,190
101.0,217.0,100.69748,214.65512,128,128,190
101.0,215.0,101.38234,213.94751,128,128,190
102.0,214.0,108.0061,207.77359,128,128,190
109.0,208.0,114.736115,201.72775,128,128,190
115.0,202.0,119.62425,197.90956,128,128,190
120.0,198.0,124.81108,194.46838,128,128,190
125.0,195.0,125.46596,194.1222,128,128,190
126.0,195.0,127.08365,193.8752,128,128,190
128.0,194.0,127.87133,193.91714,128,128,190
128.0,194.0,130.58919,193.97725,128,128,190
131.0,194.0,135.85638,193.01611,128,128,190
136.0,194.0,138.48053,192.47293,128,128,190
139.0,193.0,138.9589,192.33331,128,128,190
139.0,193.0,139.36989,192.04616,128,128,190
140.0,193.0,141.68707,190.10838,128,128,190
142.0,191.0,143.97818,188.14087,128,128,190
144.0,189.0,144.60246,187.55594,128,128,190
145.0,188.0,144.99509,186.5598,128,128,190
145.0,187.0,144.797,185.81714,128,128,190
145.0,186.0,144.48691,185.4133,128,128,190
145.0,186.0,143.6131,184.28494,128,128,190
144.0,185.0,142.797,181.99149,128,128,190
143.0,182.0,142.87543,179.66772,128,128,190
143.0,180.0,143.60028,177.32895,128,128,190
144.0,178.0,144.13904,176.15907,128,128,190
145.0,177.0,144.57831,175.15517,128,128,190
145.0,176.0,144.97299,173.2159,128,128,190
145.0,174.0,144.73784,171.37907,128,128,190
145.0,172.0,143.81807,169.66722,128,128,190
144.0,170.0,143.0524,168.87178,128,128,190
144.0,169.0,141.53752,167.27928,128,128,190
142.0,168.0,139.47818,163.61339,128,128,190
140.0,164.0,138.79803,161.57355,128,128,190
139.0,162.0,137.85487,158.83505,128,128,190
138.0,159.0,135.322,153.66895,128,128,190
136.0,154.0,133.9463,151.11673,128,128,190
134.0,152.0,132.30038,147.75159,128,128,190
133.0,148.0,129.67009,140.67,128,128,190
130.0,141.0,128.37096,137.12311,128,128,190
129.0,138.0,128.1943,136.43932,128,128,190
129.0,137.0,128.82397,135.75157,128,128,190
129.0,136.0,129.53592,135.70256,128,128,190
130.0,136.0,137.43788,135.65277,128,128,190
138.0,136.0,145.33316,135.77481,128,128,190
146.0,136.0,146.35257,135.85493,128,128,190
147.0,136.0,148.21844,136.4233,128,128,190
149.0,137.0,149.84035,137.45786,128,128,190
150.0,138.0,151.17783,138.93251,128,128,190
152.0,139.0,151.71289,139.8434,128,128,190
152.0,140.0,154.79408,145.53015,128,128,190
155.0,146.0,157.64944,151.32495,128,128,190
158.0,152.0,158.62563,153.30545,128,128,190
159.0,154.0,161.07494,156.84932,128,128,190
162.0,157.0,162.62137,158.41132,128,128,190
163.0,159.0,165.41998,161.19019,128,128,190
166.0,162.0,168.23193,163.95267,128,128,190
169.0,164.0,168.70424,164.33612,128,128,190
169.0,165.0,169.90604,164.86131,128,128,190
170.0,165.0,170.3992,164.81107,128,128,190
171.0,165.0,171.89023,164.4191,128,128,190
172.0,165.0,174.53975,164.55347,128,128,190
175.0,165.0,176.87773,165.549,128,128,190
177.0,166.0,179.00139,167.13806,128,128,190
180.0,168.0,180.01038,168.07956,128,128,190
181.0,169.0,182.28705,170.1597,128,128,190
183.0,171.0,186.0441,172.7037,128,128,190
187.0,173.0,188.80734,174.00996,128,128,190
189.0,175.0,190.30267,174.49995,128,128,190
191.0,175.0,191.67291,174.9728,128,128,190
